2018-03-22 15:59:56,457 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-03-29 14:53:30,701 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-03-29 14:53:30,729 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-03-29 14:53:30,730 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) SHOW FULL TABLES; args=None
2018-03-29 14:53:30,734 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.003) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2018-03-29 14:57:36,056 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-03-29 14:57:36,056 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT COUNT(*) AS `__count` FROM `auth_user`; args=()
2018-03-29 14:57:36,064 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` LIMIT 1; args=()
2018-03-29 14:57:36,066 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `user_profile`.`id`, `user_profile`.`user_id`, `user_profile`.`phone`, `user_profile`.`title`, `user_profile`.`department_id`, `user_profile`.`cn_name` FROM `user_profile` WHERE `user_profile`.`user_id` = 105; args=(105,)
2018-03-29 14:57:36,068 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'f5kd6csxa7ib7ya9mrpo0e9a4npkdb6q' AND `django_session`.`expire_date` > '2018-03-29 14:57:36.067082'); args=('f5kd6csxa7ib7ya9mrpo0e9a4npkdb6q', u'2018-03-29 14:57:36.067082')
2018-03-29 14:57:36,069 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 105; args=(105,)
2018-03-29 14:57:36,070 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_group`.`id`, `auth_group`.`name` FROM `auth_group` INNER JOIN `auth_user_groups` ON ( `auth_group`.`id` = `auth_user_groups`.`group_id` ) WHERE `auth_user_groups`.`user_id` = 105; args=(105,)
2018-03-29 14:57:36,071 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `department`.`id`, `department`.`name` FROM `department` WHERE `department`.`id` = 1; args=(1,)
2018-03-29 14:57:36,072 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `django_content_type`.`app_label`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `auth_user_user_permissions` ON ( `auth_permission`.`id` = `auth_user_user_permissions`.`permission_id` ) INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_user_user_permissions`.`user_id` = 105; args=(105,)
2018-03-29 14:57:36,074 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `django_content_type`.`app_label`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `auth_group_permissions` ON ( `auth_permission`.`id` = `auth_group_permissions`.`permission_id` ) INNER JOIN `auth_group` ON ( `auth_group_permissions`.`group_id` = `auth_group`.`id` ) INNER JOIN `auth_user_groups` ON ( `auth_group`.`id` = `auth_user_groups`.`group_id` ) INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_user_groups`.`user_id` = 105; args=(105,)
2018-03-29 14:57:38,123 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-03-29 14:57:38,124 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_group`.`id`, `auth_group`.`name` FROM `auth_group`; args=()
2018-03-29 14:57:53,901 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-03-29 14:57:53,902 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) SELECT `auth_group`.`id`, `auth_group`.`name` FROM `auth_group`; args=()
2018-03-29 14:57:54,909 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-03-29 14:57:54,910 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type`; args=()
2018-03-29 14:58:44,161 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-03-29 14:58:44,162 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type`; args=()
2018-03-29 15:04:32,567 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-03-29 15:04:32,568 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type`; args=()
2018-03-29 15:04:32,570 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 1 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(1,)
2018-03-29 15:04:32,572 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 3 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(3,)
2018-03-29 15:04:32,574 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 2 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(2,)
2018-03-29 15:04:32,575 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 4 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(4,)
2018-03-29 15:04:32,577 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 5 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(5,)
2018-03-29 15:04:32,578 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 10 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(10,)
2018-03-29 15:04:32,580 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 9 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(9,)
2018-03-29 15:04:32,581 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 7 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(7,)
2018-03-29 15:04:32,583 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 6 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(6,)
2018-03-29 15:05:00,970 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-03-29 15:05:00,971 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type`; args=()
2018-03-29 15:05:00,973 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 1 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(1,)
2018-03-29 15:05:00,974 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 3 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(3,)
2018-03-29 15:05:00,975 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 2 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(2,)
2018-03-29 15:05:00,977 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 4 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(4,)
2018-03-29 15:05:00,978 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 5 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(5,)
2018-03-29 15:05:00,980 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 10 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(10,)
2018-03-29 15:05:00,981 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 9 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(9,)
2018-03-29 15:05:00,982 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 7 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(7,)
2018-03-29 15:05:00,984 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 6 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(6,)
2018-03-29 15:06:19,750 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-03-29 15:06:19,750 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type`; args=()
2018-03-29 15:06:19,753 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 1 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(1,)
2018-03-29 15:06:19,754 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 3 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(3,)
2018-03-29 15:06:19,756 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 2 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(2,)
2018-03-29 15:06:19,757 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 4 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(4,)
2018-03-29 15:06:19,759 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 5 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(5,)
2018-03-29 15:06:19,761 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 10 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(10,)
2018-03-29 15:06:19,762 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 9 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(9,)
2018-03-29 15:06:19,764 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 7 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(7,)
2018-03-29 15:06:19,766 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 6 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(6,)
2018-03-29 15:10:50,329 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-03-29 15:10:50,330 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type`; args=()
2018-03-29 15:10:50,333 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 1 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(1,)
2018-03-29 15:10:50,335 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 3 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(3,)
2018-03-29 15:10:50,338 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 2 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(2,)
2018-03-29 15:10:50,340 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 4 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(4,)
2018-03-29 15:10:50,343 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 5 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(5,)
2018-03-29 15:10:50,345 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 10 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(10,)
2018-03-29 15:10:50,347 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 9 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(9,)
2018-03-29 15:10:50,349 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 7 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(7,)
2018-03-29 15:10:50,352 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` = 6 ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(6,)
2018-03-29 15:11:07,693 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-03-29 15:11:07,694 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type`; args=()
